1,Thu Aug 19 21:54:38 2021,125094,car,2,4856,PC7C042B7,Unnamed: 0,Thu
1866,Wed Aug  4 12:15:14 2021,1821972,CAR,2,4988,PC46BE0B2,186.0,Wed
1867,Mon Aug 16 07:33:33 2021,5346783,TRUCK,4,4358,PC32FB72C,186.0,Mon
1868,Fri Aug  6 05:33:50 2021,1130335,TRUCK,4,4446,PC7F1A5B9,186.0,Fri
1869,Thu Jul 29 15:49:04 2021,4146972,CAR,2,4484,PCEF56843,186.0,Thu
1870,Wed Aug 11 21:12:44 2021,8485610,TRUCK,4,4890,PCAFC8A56,187.0,Wed
1871,Wed Aug 11 05:53:49 2021,6158310,CAR,2,4865,PCCACA741,187.0,Wed
1872,Tue Aug  3 10:42:52 2021,1395620,CAR,2,4676,PC9798721,187.0,Tue
1873,Thu Aug  5 16:54:16 2021,9610610,TRUCK,4,4683,PC96978C6,187.0,Thu
1874,Sat Aug 21 04:06:50 2021,6034442,CAR,2,4864,PC259547F,187.0,Sat
1875,Thu Aug 12 02:24:05 2021,9256456,TRUCK,4,4544,PC1893678,187.0,Thu
1876,Thu Aug  5 15:46:24 2021,9271475,CAR,2,4414,PC40BD0F3,187.0,Thu
1877,Mon Aug  9 22:50:16 2021,1914913,CAR,2,4662,PCB2463CF,187.0,Mon
1878,Tue Aug 10 19:50:39 2021,7551121,CAR,2,4134,PC767BBB2,187.0,Tue
1879,Tue Aug 17 11:19:27 2021,2410751,CAR,2,4368,PC909A324,187.0,Tue
1880,Sun Aug  8 16:01:27 2021,7079231,CAR,2,4041,PCB566359,188.0,Sun
1881,Tue Aug  3 17:17:12 2021,7216652,TRUCK,4,4562,PC4C95CA2,188.0,Tue
1882,Sun Aug  1 13:22:35 2021,314068,TRUCK,4,4030,PCA8A9AA8,188.0,Sun
1883,Fri Aug 13 06:23:56 2021,6182269,CAR,2,4748,PCF2ECD29,188.0,Fri
1884,Fri Jul 30 17:00:45 2021,1283805,CAR,2,4224,PCD83983A,188.0,Fri
1885,Mon Aug  2 07:57:35 2021,4919410,TRUCK,4,4143,PC5F47DCF,188.0,Mon
1886,Sat Jul 31 22:27:32 2021,215466,TRUCK,4,4216,PC53B475D,188.0,Sat
1887,Wed Aug 11 17:50:37 2021,9487827,CAR,2,4494,PC1592ACA,188.0,Wed
1888,Thu Aug 19 20:00:29 2021,2989685,VAN,2,4956,PCB7040B7,188.0,Thu
1889,Sat Jul 31 00:17:32 2021,5408272,CAR,2,4338,PC6203962,188.0,Sat
1890,Mon Aug 16 13:48:24 2021,4587132,CAR,2,4843,PC400DFFE,189.0,Mon
1891,Thu Aug 19 14:23:04 2021,3418417,CAR,2,4912,PC526B1EC,189.0,Thu
1892,Sun Aug  1 17:05:55 2021,6467027,CAR,2,4382,PCB7341F4,189.0,Sun
1893,Fri Aug 13 19:58:21 2021,2607026,TRUCK,4,4000,PC69C7DF3,189.0,Fri
1894,Thu Aug  5 21:39:29 2021,2110522,CAR,2,4312,PC8D40B22,189.0,Thu
1895,Mon Aug  2 12:29:47 2021,3959116,VAN,2,4211,PC0AB9251,189.0,Mon
1896,Sun Aug  8 06:34:16 2021,9650647,CAR,2,4937,PCD30D908,189.0,Sun
1897,Thu Aug  5 07:18:57 2021,5966700,CAR,2,4518,PCC7B407A,189.0,Thu
1898,Wed Aug 18 09:27:01 2021,5483890,TRUCK,4,4553,PC1D57D7F,189.0,Wed
1899,Thu Jul 29 14:35:16 2021,7611470,VAN,2,4399,PCCA288FE,189.0,Thu
1900,Wed Aug 18 16:15:18 2021,2430571,CAR,2,4114,PC4CD2B81,190.0,Wed
1901,Thu Aug 12 07:43:41 2021,5540170,CAR,2,4889,PC3547FAD,190.0,Thu
1902,Thu Aug 19 08:53:09 2021,2206296,CAR,2,4991,PC5B5C16D,190.0,Thu
1903,Mon Aug 16 02:47:38 2021,5786644,CAR,2,4295,PCD483999,190.0,Mon
1904,Sat Aug  7 02:33:39 2021,2509976,CAR,2,4691,PCFAB001F,190.0,Sat
1905,Fri Aug  6 13:33:36 2021,7670347,CAR,2,4770,PC9082A17,190.0,Fri
1906,Fri Aug 13 00:23:18 2021,70027,VAN,2,4406,PC7A54E18,190.0,Fri
1907,Wed Aug  4 04:49:43 2021,7016071,CAR,2,4754,PC99AE725,190.0,Wed
1908,Fri Aug  6 20:00:07 2021,8730314,TRUCK,4,4099,PC97F19B1,190.0,Fri
1909,Fri Jul 30 09:50:21 2021,4526711,VAN,2,4202,PC65AA714,190.0,Fri
1910,Mon Aug  2 19:10:04 2021,8589063,CAR,2,4165,PC0D2B95C,191.0,Mon
1911,Fri Aug  6 10:31:13 2021,5361926,VAN,2,4062,PCDA37101,191.0,Fri
1912,Mon Aug  9 23:30:41 2021,3425787,CAR,2,4816,PCB500A9F,191.0,Mon
1913,Tue Aug  3 17:10:14 2021,7968426,VAN,2,4783,PC9889263,191.0,Tue
1914,Fri Aug 13 06:23:26 2021,1073918,CAR,2,4139,PC924C594,191.0,Fri
1915,Thu Aug  5 01:00:11 2021,1756165,CAR,2,4207,PC76EDF79,191.0,Thu
1916,Fri Aug  6 12:24:47 2021,2663772,CAR,2,4634,PCC72D8B8,191.0,Fri
1917,Tue Aug  3 16:07:12 2021,223293,CAR,2,4111,PC07F012A,191.0,Tue
1918,Wed Aug 11 15:06:35 2021,2517221,CAR,2,4847,PCD546332,191.0,Wed
1919,Tue Aug 10 16:44:42 2021,1463316,CAR,2,4348,PCD66314D,191.0,Tue
1920,Thu Aug 19 21:32:33 2021,2519885,TRUCK,4,4363,PC62E1338,192.0,Thu
1921,Tue Aug  3 05:49:51 2021,6472330,VAN,2,4051,PC3B970F2,192.0,Tue
1922,Sat Aug 21 20:20:15 2021,1135985,TRUCK,4,4759,PC4A6C6D9,192.0,Sat
1923,Sun Aug  8 06:02:43 2021,2828545,CAR,2,4319,PCAD79413,192.0,Sun
1924,Tue Aug 17 04:10:10 2021,7246418,CAR,2,4808,PC2729737,192.0,Tue
1925,Sun Aug 15 07:11:35 2021,5335461,VAN,2,4121,PCEC57A8E,192.0,Sun
1926,Sun Aug  8 18:55:46 2021,6975292,VAN,2,4059,PC06E8A1C,192.0,Sun
1927,Tue Aug 17 00:35:52 2021,780378,CAR,2,4982,PC384779E,192.0,Tue
1928,Sun Aug 15 19:27:30 2021,4034241,TRUCK,4,4615,PC1ECBA39,192.0,Sun
1929,Thu Aug 12 03:09:50 2021,6342534,CAR,2,4850,PC4061987,192.0,Thu
1930,Wed Aug  4 00:43:13 2021,5015962,VAN,2,4123,PCDE850D8,193.0,Wed
1931,Tue Aug 17 10:34:31 2021,8359967,CAR,2,4889,PC3547FAD,193.0,Tue
1932,Thu Aug 19 20:56:46 2021,6734625,CAR,2,4215,PC4C76F48,193.0,Thu
1933,Wed Aug 18 23:44:04 2021,4298780,TRUCK,4,4995,PCBE6ABE5,193.0,Wed
1934,Mon Aug  2 12:14:53 2021,342680,CAR,2,4175,PC08EA270,193.0,Mon
1935,Thu Jul 29 13:51:54 2021,6691936,CAR,2,4345,PCAC01231,193.0,Thu
1936,Fri Jul 30 05:28:29 2021,3702137,CAR,2,4593,PC3863F6A,193.0,Fri
1937,Sun Aug 15 14:46:11 2021,2129792,CAR,2,4943,PC0A5DC1F,193.0,Sun
1938,Fri Jul 30 09:51:28 2021,364700,TRUCK,4,4578,PC90D44D0,193.0,Fri
1939,Tue Aug 17 01:39:26 2021,8353947,CAR,2,4200,PCBA86754,193.0,Tue
1940,Wed Aug 18 18:34:52 2021,6820349,CAR,2,4016,PCCD7399B,194.0,Wed
1941,Sat Aug  7 14:07:50 2021,2421831,CAR,2,4176,PC11E9595,194.0,Sat
1942,Wed Aug 18 12:09:53 2021,8343297,TRUCK,4,4544,PC1893678,194.0,Wed
1943,Sat Jul 31 12:31:59 2021,6514752,TRUCK,4,4353,PC79BCF60,194.0,Sat
1944,Wed Aug 11 23:01:35 2021,4423777,CAR,2,4860,PCF4A2DA9,194.0,Wed
1945,Sat Aug  7 06:32:49 2021,1232753,TRUCK,4,4636,PCDECFC74,194.0,Sat
1946,Thu Aug 19 01:40:15 2021,1479425,VAN,2,4779,PCC8FE9C6,194.0,Thu
1947,Thu Aug  5 15:41:45 2021,3004461,TRUCK,4,4909,PCDED6F20,194.0,Thu
1948,Sun Aug 15 08:07:22 2021,5912543,CAR,2,4164,PC578D797,194.0,Sun
1949,Mon Aug  2 05:08:03 2021,7269065,CAR,2,4478,PCB02917E,194.0,Mon
1950,Fri Aug 13 09:54:50 2021,9479575,CAR,2,4452,PC8C7C5D7,195.0,Fri
1951,Sun Aug  8 10:32:03 2021,276380,CAR,2,4106,PC9764C98,195.0,Sun
1952,Tue Aug  3 23:17:24 2021,5261186,CAR,2,4792,PC3E35002,195.0,Tue
1953,Mon Aug  9 19:29:57 2021,4971861,VAN,2,4427,PCD70DDDF,195.0,Mon
1954,Sun Aug  1 19:12:46 2021,6907184,CAR,2,4550,PC21A1833,195.0,Sun
1955,Thu Aug 12 23:20:49 2021,3051037,CAR,2,4854,PCB6F1968,195.0,Thu
1956,Mon Aug  2 09:38:46 2021,5317016,TRUCK,4,4374,PCC321538,195.0,Mon
1957,Fri Jul 30 06:39:24 2021,2090427,CAR,2,4508,PC385C6E7,195.0,Fri
1958,Fri Aug 20 12:15:01 2021,5664686,CAR,2,4640,PCC993FB3,195.0,Fri
1959,Sun Aug 15 12:53:09 2021,1496880,TRUCK,4,4773,PCE62BBA9,195.0,Sun
1960,Sun Aug 15 01:42:00 2021,6024650,VAN,2,4008,PC5680D80,196.0,Sun
1961,Mon Aug 16 07:00:10 2021,2534620,VAN,2,4519,PC92A6471,196.0,Mon
1962,Mon Aug  9 13:18:19 2021,6557689,CAR,2,4776,PC6906524,196.0,Mon
1963,Wed Aug 18 16:10:02 2021,535689,CAR,2,4789,PCBE8B2AB,196.0,Wed
1964,Wed Aug 11 22:03:39 2021,1842630,CAR,2,4837,PCA10FFA0,196.0,Wed
1965,Sat Aug 21 22:34:30 2021,9548669,CAR,2,4589,PC1477DC9,196.0,Sat
1966,Wed Aug 11 13:42:02 2021,3435720,CAR,2,4165,PC0D2B95C,196.0,Wed
1967,Fri Aug 13 18:37:43 2021,6623397,TRUCK,4,4736,PC6A65941,196.0,Fri
1968,Sun Aug  8 09:52:22 2021,9494741,TRUCK,4,4675,PCE49911B,196.0,Sun
1969,Sun Aug 22 05:51:34 2021,4601768,VAN,2,4173,PC0EB640E,196.0,Sun
1970,Sat Aug 14 12:32:18 2021,4231613,CAR,2,4407,PC7FEC2CE,197.0,Sat
1971,Thu Aug 12 20:25:37 2021,8950418,CAR,2,4735,PC2294422,197.0,Thu
1972,Sat Aug 21 07:53:37 2021,5464380,VAN,2,4087,PC2C1DA2A,197.0,Sat
1973,Sun Aug 15 08:42:29 2021,6314258,TRUCK,4,4548,PC4486317,197.0,Sun
1974,Thu Aug 19 01:07:40 2021,9673441,CAR,2,4915,PC86B0D7B,197.0,Thu
1975,Sat Aug 21 09:55:26 2021,4426068,VAN,2,4636,PCDECFC74,197.0,Sat
1976,Fri Aug  6 21:26:18 2021,1139503,VAN,2,4388,PC803F0F2,197.0,Fri
1977,Sun Aug 15 14:37:56 2021,6395479,CAR,2,4045,PCE952492,197.0,Sun
1978,Wed Aug 18 03:55:56 2021,4608310,TRUCK,4,4271,PC28E44E2,197.0,Wed
1979,Thu Aug 12 20:21:46 2021,8711893,TRUCK,4,4780,PC0A717C4,197.0,Thu
1980,Sun Aug  1 12:41:29 2021,2298595,CAR,2,4943,PC0A5DC1F,198.0,Sun
1981,Wed Aug 18 00:36:39 2021,1667595,CAR,2,4281,PC2804C85,198.0,Wed
1982,Tue Aug 10 18:53:49 2021,3037702,CAR,2,4063,PC7667A3E,198.0,Tue
1983,Fri Aug 13 09:56:24 2021,9163821,TRUCK,4,4831,PC0EC3E54,198.0,Fri
1984,Sat Aug 14 11:23:24 2021,7795212,CAR,2,4493,PC124B4C0,198.0,Sat
1985,Fri Aug  6 22:51:50 2021,76332,CAR,2,4563,PCA214501,198.0,Fri
1986,Sun Aug  8 18:43:59 2021,1940668,TRUCK,4,4588,PC3172195,198.0,Sun
1987,Sat Aug 14 07:18:36 2021,1778169,CAR,2,4950,PC4F71E72,198.0,Sat
1988,Sat Aug  7 16:05:39 2021,5099401,TRUCK,4,4005,PCB3DF742,198.0,Sat
1989,Mon Aug  9 23:05:48 2021,966368,VAN,2,4473,PC51FDD60,198.0,Mon
1990,Thu Jul 29 19:38:41 2021,2252412,CAR,2,4102,PC8C9B099,199.0,Thu
1991,Thu Jul 29 16:12:46 2021,891909,CAR,2,4484,PCEF56843,199.0,Thu
1992,Fri Aug  6 01:55:31 2021,4298988,CAR,2,4267,PCE51C5C7,199.0,Fri
1993,Wed Aug  4 08:33:39 2021,8395314,VAN,2,4425,PC41B834E,199.0,Wed
1994,Wed Aug 18 05:36:50 2021,9284639,TRUCK,4,4041,PCB566359,199.0,Wed
1995,Sun Aug 15 17:07:02 2021,965942,CAR,2,4221,PC90AAFDA,199.0,Sun
1996,Sun Aug  8 01:56:15 2021,7869641,CAR,2,4764,PCF6B0D12,199.0,Sun
1997,Sat Jul 31 20:33:56 2021,1052029,CAR,2,4004,PCB278A8B,199.0,Sat
1998,Wed Aug  4 18:39:09 2021,4306036,CAR,2,4987,PCF4A9637,199.0,Wed
1999,Wed Aug  4 22:03:44 2021,5529291,CAR,2,4050,PC822E359,199.0,Wed
2000,Sun Aug  8 14:14:01 2021,7191693,TRUCK,4,4937,PCD30D908,200.0,Sun
2001,Mon Aug  9 21:20:13 2021,3209872,CAR,2,4653,PC1CE4935,200.0,Mon
2002,Fri Jul 30 13:58:01 2021,9991692,CAR,2,4440,PCBE1B45D,200.0,Fri
2003,Mon Aug  2 03:17:59 2021,9075665,TRUCK,4,4466,PC6E93A05,200.0,Mon
2004,Sat Aug  7 05:39:56 2021,8585188,CAR,2,4163,PC95B4E03,200.0,Sat
2005,Sun Aug 15 08:33:09 2021,2073256,CAR,2,4119,PC9EBEDB5,200.0,Sun
2006,Sun Aug  8 18:36:31 2021,1945077,TRUCK,4,4843,PC400DFFE,200.0,Sun
2007,Tue Aug  3 08:35:55 2021,7783409,CAR,2,4004,PCB278A8B,200.0,Tue
2008,Fri Aug  6 10:05:08 2021,2988545,TRUCK,4,4176,PC11E9595,200.0,Fri
2009,Sun Aug 15 07:27:57 2021,7964567,TRUCK,4,4165,PC0D2B95C,200.0,Sun
2010,Tue Aug 17 20:10:31 2021,8267415,VAN,2,4096,PCFA4F864,201.0,Tue
2011,Tue Aug  3 17:15:28 2021,8544048,CAR,2,4330,PCBD023A3,201.0,Tue
2012,Thu Aug 12 11:59:45 2021,8764992,CAR,2,4782,PC6802C08,201.0,Thu
2013,Fri Aug 20 16:42:08 2021,5279370,TRUCK,4,4587,PC576A3BA,201.0,Fri
2014,Sun Aug 22 14:05:35 2021,7385661,VAN,2,4068,PC55432DA,201.0,Sun
2015,Sat Aug 14 19:39:13 2021,249548,VAN,2,4241,PC7241796,201.0,Sat
2016,Sun Aug 15 16:21:57 2021,7019985,CAR,2,4986,PC9787B8A,201.0,Sun
2017,Thu Aug 12 15:41:20 2021,7655066,TRUCK,4,4808,PC2729737,201.0,Thu
2018,Thu Jul 29 23:46:01 2021,3513415,CAR,2,4292,PCF733A7C,201.0,Thu
2019,Wed Aug  4 20:45:12 2021,2250892,CAR,2,4623,PCAA67227,201.0,Wed
2020,Sun Aug  1 03:39:32 2021,4642449,TRUCK,4,4058,PC3415EA4,202.0,Sun
2021,Mon Aug  2 12:09:31 2021,4609969,TRUCK,4,4153,PC88C655C,202.0,Mon
2022,Tue Aug 17 23:09:45 2021,1323663,CAR,2,4519,PC92A6471,202.0,Tue
2023,Fri Aug 13 20:13:59 2021,8495399,CAR,2,4278,PC4847214,202.0,Fri
2024,Wed Aug 11 03:20:02 2021,2529816,CAR,2,4987,PCF4A9637,202.0,Wed
2025,Mon Aug  2 05:27:39 2021,3825115,CAR,2,4147,PC4D2C5A7,202.0,Mon
2026,Sun Aug  8 04:47:13 2021,7198666,TRUCK,4,4047,PC6D105CF,202.0,Sun
2027,Sat Aug 21 19:59:21 2021,3094252,CAR,2,4389,PC7688C61,202.0,Sat
2028,Mon Aug  9 03:51:13 2021,9910126,TRUCK,4,4368,PC909A324,202.0,Mon
2029,Sat Aug 21 02:26:18 2021,615427,TRUCK,4,4963,PC704EF75,202.0,Sat
2030,Sun Aug 22 15:08:07 2021,1898481,CAR,2,5008,PC48D61BB,203.0,Sun
2031,Wed Aug  4 22:52:32 2021,2811704,CAR,2,4192,PC74F6341,203.0,Wed
2032,Thu Aug  5 08:17:18 2021,5939317,TRUCK,4,4203,PC5295A46,203.0,Thu
2033,Wed Aug 18 01:50:41 2021,7617337,CAR,2,4783,PC9889263,203.0,Wed
2034,Sat Aug 21 00:57:37 2021,6800345,CAR,2,4008,PC5680D80,203.0,Sat
2035,Tue Aug 17 08:56:58 2021,3397555,CAR,2,4320,PC40C93B0,203.0,Tue
2036,Tue Aug  3 11:49:30 2021,9139217,VAN,2,4751,PCD33B3C9,203.0,Tue
2037,Thu Aug 12 05:08:07 2021,8921045,TRUCK,4,4390,PC983A913,203.0,Thu
2038,Thu Aug  5 17:27:01 2021,3690202,CAR,2,4912,PC526B1EC,203.0,Thu
2039,Thu Jul 29 12:28:05 2021,3295237,VAN,2,4545,PC419B1CB,203.0,Thu
2040,Thu Aug  5 23:55:51 2021,9255341,CAR,2,4435,PC3E78C17,204.0,Thu
2041,Sun Aug 22 09:01:58 2021,5238833,TRUCK,4,4589,PC1477DC9,204.0,Sun
2042,Sat Aug 14 01:19:12 2021,3417816,VAN,2,4901,PCE32D2F9,204.0,Sat
2043,Wed Aug 18 04:35:08 2021,5344143,TRUCK,4,4812,PC22D9C6D,204.0,Wed
2044,Fri Aug 20 21:45:27 2021,3881038,CAR,2,4225,PCC1ED0C5,204.0,Fri
2045,Thu Aug  5 18:27:18 2021,6031966,CAR,2,4640,PCC993FB3,204.0,Thu
2046,Thu Aug  5 03:00:25 2021,3985901,TRUCK,4,4357,PC434FA62,204.0,Thu
2047,Fri Aug 20 20:59:44 2021,9641089,CAR,2,4099,PC97F19B1,204.0,Fri
2048,Fri Aug 13 23:54:57 2021,6366435,CAR,2,4854,PCB6F1968,204.0,Fri
2049,Sun Aug  1 10:53:55 2021,9492442,TRUCK,4,4835,PC4645718,204.0,Sun
2050,Fri Aug 13 13:59:13 2021,6481355,TRUCK,4,4181,PC4457F74,205.0,Fri
2051,Tue Aug 10 16:38:08 2021,7326567,CAR,2,4584,PC1085B78,205.0,Tue
2052,Sat Aug  7 16:01:28 2021,1316030,CAR,2,4952,PC64CF233,205.0,Sat
2053,Mon Aug 16 17:54:26 2021,1769045,CAR,2,4948,PCBA2D075,205.0,Mon
2054,Sat Aug 14 11:00:25 2021,3464810,TRUCK,4,4937,PCD30D908,205.0,Sat
2055,Fri Jul 30 22:37:27 2021,8627921,TRUCK,4,4328,PC3777B8E,205.0,Fri
2056,Fri Aug 20 09:58:53 2021,2684168,TRUCK,4,4497,PC76FDDEA,205.0,Fri
2057,Thu Aug  5 00:19:54 2021,3833738,CAR,2,4978,PCF0B5E85,205.0,Thu
2058,Fri Aug  6 10:28:07 2021,1881388,TRUCK,4,4504,PC461DCD3,205.0,Fri
2059,Wed Aug 11 14:59:37 2021,8391805,CAR,2,4287,PC421D5F3,205.0,Wed
2060,Mon Aug 16 20:14:17 2021,9870706,CAR,2,4244,PC9F3C86B,206.0,Mon
2061,Sat Aug 21 13:25:10 2021,8522838,TRUCK,4,4198,PCB0994D1,206.0,Sat
2062,Wed Aug 18 21:23:19 2021,5951085,CAR,2,4478,PCB02917E,206.0,Wed
2063,Mon Aug 16 02:08:15 2021,2009071,CAR,2,4830,PC12EEFE0,206.0,Mon
2064,Wed Aug  4 10:47:30 2021,8528283,CAR,2,4685,PC5D33C18,206.0,Wed
2065,Mon Aug 16 17:05:17 2021,2803744,CAR,2,4514,PC374C341,206.0,Mon
2066,Fri Aug 20 12:32:42 2021,8849176,CAR,2,4938,PC6C57ED3,206.0,Fri
2067,Wed Aug 11 18:44:36 2021,4363925,TRUCK,4,4468,PC040ADB3,206.0,Wed
2068,Fri Aug 13 13:19:11 2021,8952211,CAR,2,4678,PCD175301,206.0,Fri
2069,Fri Aug 20 00:41:15 2021,105783,TRUCK,4,4052,PC25E70B7,206.0,Fri
2070,Mon Aug 16 10:56:20 2021,3105884,CAR,2,4567,PC2C5C1F3,207.0,Mon
2071,Tue Aug  3 03:03:13 2021,8204896,CAR,2,4961,PC92C5115,207.0,Tue
2072,Wed Aug 18 11:26:05 2021,6939458,CAR,2,4204,PC5881E06,207.0,Wed
2073,Mon Aug  9 06:13:35 2021,4245299,CAR,2,4943,PC0A5DC1F,207.0,Mon
2074,Sun Aug  1 06:54:04 2021,1188715,TRUCK,4,4614,PC08910B7,207.0,Sun
2075,Sat Aug 21 22:24:30 2021,2006861,TRUCK,4,4399,PCCA288FE,207.0,Sat
2076,Wed Aug 18 05:23:10 2021,5765069,CAR,2,4652,PC74A3585,207.0,Wed
2077,Wed Aug 11 11:33:51 2021,3156487,CAR,2,4524,PCF8BB245,207.0,Wed
2078,Sat Jul 31 17:49:45 2021,1811497,CAR,2,4024,PC91E3A87,207.0,Sat
2079,Fri Aug  6 13:00:55 2021,3741439,TRUCK,4,4617,PC7758F89,207.0,Fri
2080,Sun Aug 15 22:29:46 2021,5800120,TRUCK,4,4806,PC8A8EA51,208.0,Sun
2081,Mon Aug 16 07:47:52 2021,4542060,TRUCK,4,4909,PCDED6F20,208.0,Mon
2082,Mon Aug 16 14:07:35 2021,9759428,CAR,2,4302,PCBA83119,208.0,Mon
2083,Tue Aug 17 03:59:02 2021,4174269,CAR,2,4533,PC8DA1D3B,208.0,Tue
2084,Sat Aug 21 20:11:34 2021,698216,CAR,2,4139,PC924C594,208.0,Sat
2085,Thu Aug 19 15:48:15 2021,7636088,CAR,2,4734,PCE4C5D8E,208.0,Thu
2086,Mon Aug 16 05:05:29 2021,1698080,CAR,2,4204,PC5881E06,208.0,Mon
2087,Wed Aug  4 10:25:17 2021,7039449,CAR,2,4849,PCF764517,208.0,Wed
2088,Sun Aug 22 16:23:37 2021,5892151,TRUCK,4,4863,PCA8F9E50,208.0,Sun
2089,Wed Aug 18 09:20:24 2021,1107681,CAR,2,4724,PC3DE08BF,208.0,Wed
2090,Mon Aug 16 01:26:47 2021,8142152,CAR,2,4000,PC69C7DF3,209.0,Mon
2091,Fri Aug  6 22:23:54 2021,7528765,CAR,2,4160,PC6DC0ACF,209.0,Fri
2092,Wed Aug  4 23:25:03 2021,9772819,CAR,2,4734,PCE4C5D8E,209.0,Wed
2093,Thu Aug  5 05:22:25 2021,9621194,TRUCK,4,4547,PC0D2E3AD,209.0,Thu
2094,Fri Aug 13 11:33:50 2021,1532979,CAR,2,4236,PC5212DD0,209.0,Fri
2095,Fri Aug 13 06:38:29 2021,8756172,CAR,2,4040,PCB335328,209.0,Fri
2096,Tue Aug  3 10:15:33 2021,9508198,CAR,2,4168,PCBC064F8,209.0,Tue
2097,Sun Aug  1 07:27:37 2021,1614486,CAR,2,4149,PC99F9ABD,209.0,Sun
2098,Fri Aug  6 03:42:56 2021,9515976,TRUCK,4,4821,PC67D349A,209.0,Fri
2099,Sun Aug  1 23:45:38 2021,8720769,CAR,2,4869,PCF775FA6,209.0,Sun
2100,Wed Aug 11 20:04:49 2021,1117103,CAR,2,4159,PC5631507,210.0,Wed
2101,Mon Aug  2 12:49:18 2021,11402,TRUCK,4,4695,PC4A5D62F,210.0,Mon
2102,Sun Aug 22 08:29:32 2021,3710314,CAR,2,4581,PCC347465,210.0,Sun
2103,Tue Aug  3 11:40:20 2021,6855963,TRUCK,4,4268,PC6CC51DA,210.0,Tue
2104,Sun Aug 15 18:38:12 2021,3296506,TRUCK,4,4011,PC680DEC6,210.0,Sun
2105,Mon Aug  9 17:14:12 2021,4301349,CAR,2,4770,PC9082A17,210.0,Mon
2106,Thu Aug 19 04:25:07 2021,2745984,VAN,2,4460,PCDF04952,210.0,Thu
2107,Fri Jul 30 03:59:32 2021,2199256,TRUCK,4,4312,PC8D40B22,210.0,Fri
2108,Thu Aug 19 23:26:53 2021,5767192,CAR,2,4824,PCFEADFE6,210.0,Thu
2109,Wed Aug 18 04:49:40 2021,4392334,CAR,2,4225,PCC1ED0C5,210.0,Wed
2110,Sat Aug 14 05:58:41 2021,423046,TRUCK,4,4951,PCE9CE23F,211.0,Sat
2111,Sat Aug 14 18:06:57 2021,4383674,CAR,2,4647,PCDD56814,211.0,Sat
2112,Mon Aug  2 02:02:45 2021,4731252,CAR,2,4284,PC0DB49FD,211.0,Mon
2113,Thu Aug 12 19:41:32 2021,7432337,CAR,2,4420,PCFDB2950,211.0,Thu
2114,Sat Aug  7 07:15:48 2021,8186740,VAN,2,4964,PC52C0F45,211.0,Sat
2115,Sat Aug  7 13:17:13 2021,9057634,TRUCK,4,4365,PC0F226DF,211.0,Sat
2116,Sat Aug  7 11:46:15 2021,4112695,CAR,2,4980,PCBD5C822,211.0,Sat
2117,Sat Aug 14 13:56:25 2021,1380137,CAR,2,4392,PCAF6E464,211.0,Sat
2118,Fri Aug 20 12:14:38 2021,6507942,CAR,2,4449,PCAACD453,211.0,Fri
2119,Sat Jul 31 10:41:53 2021,7702457,CAR,2,4290,PC84E8CEF,211.0,Sat
2120,Fri Aug 13 18:59:00 2021,3434120,CAR,2,4551,PCCA5979C,212.0,Fri
2121,Thu Jul 29 14:09:23 2021,2252115,CAR,2,4986,PC9787B8A,212.0,Thu
2122,Tue Aug 10 10:02:35 2021,2746461,CAR,2,4343,PC0F6325D,212.0,Tue
2123,Thu Aug  5 00:27:03 2021,8024799,CAR,2,4953,PC1E2B07E,212.0,Thu
2124,Sat Aug  7 20:39:45 2021,1164332,CAR,2,4703,PC395ADCB,212.0,Sat
2125,Sun Aug  1 16:38:11 2021,4302986,VAN,2,4639,PC879E7AB,212.0,Sun
2126,Thu Aug 12 06:55:34 2021,5511923,CAR,2,4045,PCE952492,212.0,Thu
2127,Mon Aug  9 09:07:18 2021,9654527,TRUCK,4,4426,PCC0E943C,212.0,Mon
2128,Thu Aug 19 07:16:34 2021,1282918,CAR,2,4166,PCE450C55,212.0,Thu
2129,Wed Aug  4 14:17:55 2021,3040995,CAR,2,4585,PCF3AE602,212.0,Wed
2130,Wed Aug 11 14:44:41 2021,7039705,TRUCK,4,4301,PC540E129,213.0,Wed
2131,Tue Aug 10 08:16:38 2021,7821381,CAR,2,4321,PC591BDF7,213.0,Tue
2132,Sat Aug 21 08:34:56 2021,6489938,CAR,2,4914,PC2F353E1,213.0,Sat
2133,Thu Jul 29 22:39:17 2021,2667442,TRUCK,4,4042,PC5D4DE09,213.0,Thu
2134,Fri Aug 20 00:16:27 2021,532884,TRUCK,4,4699,PC2C1B987,213.0,Fri
2135,Sun Aug 22 13:38:10 2021,7650880,CAR,2,4493,PC124B4C0,213.0,Sun
2136,Sun Aug  1 21:57:48 2021,9769158,VAN,2,4971,PC0BD172F,213.0,Sun
2137,Thu Aug 19 14:33:37 2021,3514986,CAR,2,4469,PC120EEFD,213.0,Thu
2138,Sun Aug  8 18:45:14 2021,4256700,TRUCK,4,4290,PC84E8CEF,213.0,Sun
2139,Fri Jul 30 12:06:14 2021,7574565,CAR,2,4647,PCDD56814,213.0,Fri
2140,Tue Aug 10 00:57:35 2021,7571990,TRUCK,4,4612,PC871C1FC,214.0,Tue
2141,Sat Aug 14 08:47:37 2021,8870105,CAR,2,4773,PCE62BBA9,214.0,Sat
2142,Tue Aug  3 14:47:00 2021,2535049,CAR,2,4743,PCE6EEF2E,214.0,Tue
